SummaryLevel,State,StateFIPS,GEOID,AreaName,B23001_001,B23001_002,B23001_003,B23001_004,B23001_005,B23001_006,B23001_007,B23001_008,B23001_009,B23001_010,B23001_011,B23001_012,B23001_013,B23001_014,B23001_015,B23001_016,B23001_017,B23001_018,B23001_019,B23001_020,B23001_021,B23001_022,B23001_023,B23001_024,B23001_025,B23001_026,B23001_027,B23001_028,B23001_029,B23001_030,B23001_031,B23001_032,B23001_033,B23001_034,B23001_035,B23001_036,B23001_037,B23001_038,B23001_039,B23001_040,B23001_041,B23001_042,B23001_043,B23001_044,B23001_045,B23001_046,B23001_047,B23001_048,B23001_049,B23001_050,B23001_051,B23001_052,B23001_053,B23001_054,B23001_055,B23001_056,B23001_057,B23001_058,B23001_059,B23001_060,B23001_061,B23001_062,B23001_063,B23001_064,B23001_065,B23001_066,B23001_067,B23001_068,B23001_069,B23001_070,B23001_071,B23001_072,B23001_073,B23001_074,B23001_075,B23001_076,B23001_077,B23001_078,B23001_079,B23001_080,B23001_081,B23001_082,B23001_083,B23001_084,B23001_085,B23001_086,B23001_087,B23001_088,B23001_089,B23001_090,B23001_091,B23001_092,B23001_093,B23001_094,B23001_095,B23001_096,B23001_097,B23001_098,B23001_099,B23001_100,B23001_101,B23001_102,B23001_103,B23001_104,B23001_105,B23001_106,B23001_107,B23001_108,B23001_109,B23001_110,B23001_111,B23001_112,B23001_113,B23001_114,B23001_115,B23001_116,B23001_117,B23001_118,B23001_119,B23001_120,B23001_121,B23001_122,B23001_123,B23001_124,B23001_125,B23001_126,B23001_127,B23001_128,B23001_129,B23001_130,B23001_131,B23001_132,B23001_133,B23001_134,B23001_135,B23001_136,B23001_137,B23001_138,B23001_139,B23001_140,B23001_141,B23001_142,B23001_143,B23001_144,B23001_145,B23001_146,B23001_147,B23001_148,B23001_149,B23001_150,B23001_151,B23001_152,B23001_153,B23001_154,B23001_155,B23001_156,B23001_157,B23001_158,B23001_159,B23001_160,B23001_161,B23001_162,B23001_163,B23001_164,B23001_165,B23001_166,B23001_167,B23001_168,B23001_169,B23001_170,B23001_171,B23001_172,B23001_173,C23002A_001,C23002A_002,C23002A_003,C23002A_004,C23002A_005,C23002A_006,C23002A_007,C23002A_008,C23002A_009,C23002A_010,C23002A_011,C23002A_012,C23002A_013,C23002A_014,C23002A_015,C23002A_016,C23002A_017,C23002A_018,C23002A_019,C23002A_020,C23002A_021,C23002A_022,C23002A_023,C23002A_024,C23002A_025,C23002A_026,C23002A_027,C23002B_001,C23002B_002,C23002B_003,C23002B_004,C23002B_005,C23002B_006,C23002B_007,C23002B_008,C23002B_009,C23002B_010,C23002B_011,C23002B_012,C23002B_013,C23002B_014,C23002B_015,C23002B_016,C23002B_017,C23002B_018,C23002B_019,C23002B_020,C23002B_021,C23002B_022,C23002B_023,C23002B_024,C23002B_025,C23002B_026,C23002B_027,B23003_001,B23003_002,B23003_003,B23003_004,B23003_005,B23003_006,B23003_007,B23003_008,B23003_009,B23003_010,B23003_011,B23003_012,B23003_013,B23003_014,B23003_015,B23003_016,B23003_017,B23003_018,B23003_019,B23003_020,B23003_021,B23003_022,B23003_023,B23003_024,B23003_025,B23003_026,B23003_027,B23003_028,B23003_029,B23003_030,C23002C_001,C23002C_002,C23002C_003,C23002C_004,C23002C_005,C23002C_006,C23002C_007,C23002C_008,C23002C_009,C23002C_010,C23002C_011,C23002C_012,C23002C_013,C23002C_014,C23002C_015,C23002C_016,C23002C_017,C23002C_018,C23002C_019,C23002C_020,C23002C_021,C23002C_022,C23002C_023,C23002C_024,C23002C_025,C23002C_026,C23002C_027,C23002D_001,C23002D_002,C23002D_003,C23002D_004,C23002D_005,C23002D_006,C23002D_007,C23002D_008,C23002D_009,C23002D_010,C23002D_011,C23002D_012,C23002D_013,C23002D_014,C23002D_015,C23002D_016,C23002D_017,C23002D_018,C23002D_019,C23002D_020,C23002D_021,C23002D_022,C23002D_023,C23002D_024,C23002D_025,C23002D_026,C23002D_027,C23002E_001,C23002E_002,C23002E_003,C23002E_004,C23002E_005,C23002E_006,C23002E_007,C23002E_008,C23002E_009,C23002E_010,C23002E_011,C23002E_012,C23002E_013,C23002E_014,C23002E_015,C23002E_016,C23002E_017,C23002E_018,C23002E_019,C23002E_020,C23002E_021,C23002E_022,C23002E_023,C23002E_024,C23002E_025,C23002E_026,C23002E_027,C23002F_001,C23002F_002,C23002F_003,C23002F_004,C23002F_005,C23002F_006,C23002F_007,C23002F_008,C23002F_009,C23002F_010,C23002F_011,C23002F_012,C23002F_013,C23002F_014,C23002F_015,C23002F_016,C23002F_017,C23002F_018,C23002F_019,C23002F_020,C23002F_021,C23002F_022,C23002F_023,C23002F_024,C23002F_025,C23002F_026,C23002F_027,C23002G_001,C23002G_002,C23002G_003,C23002G_004,C23002G_005,C23002G_006,C23002G_007,C23002G_008,C23002G_009,C23002G_010,C23002G_011,C23002G_012,C23002G_013,C23002G_014,C23002G_015,C23002G_016,C23002G_017,C23002G_018,C23002G_019,C23002G_020,C23002G_021,C23002G_022,C23002G_023,C23002G_024,C23002G_025,C23002G_026,C23002G_027,C23002H_001,C23002H_002,C23002H_003,C23002H_004,C23002H_005,C23002H_006,C23002H_007,C23002H_008,C23002H_009,C23002H_010,C23002H_011,C23002H_012,C23002H_013,C23002H_014,C23002H_015,C23002H_016,C23002H_017,C23002H_018,C23002H_019,C23002H_020,C23002H_021,C23002H_022,C23002H_023,C23002H_024,C23002H_025,C23002H_026,C23002H_027,C23002I_001,C23002I_002,C23002I_003,C23002I_004,C23002I_005,C23002I_006,C23002I_007,C23002I_008,C23002I_009,C23002I_010,C23002I_011,C23002I_012,C23002I_013,C23002I_014,C23002I_015,C23002I_016,C23002I_017,C23002I_018,C23002I_019,C23002I_020,C23002I_021,C23002I_022,C23002I_023,C23002I_024,C23002I_025,C23002I_026,C23002I_027,B23006_001,B23006_002,B23006_003,B23006_004,B23006_005,B23006_006,B23006_007,B23006_008,B23006_009,B23006_010,B23006_011,B23006_012,B23006_013,B23006_014,B23006_015,B23006_016,B23006_017,B23006_018,B23006_019,B23006_020,B23006_021,B23006_022,B23006_023,B23006_024,B23006_025,B23006_026,B23006_027,B23006_028,B23006_029,B23007_001,B23007_002,B23007_003,B23007_004,B23007_005,B23007_006,B23007_007,B23007_008,B23007_009,B23007_010,B23007_011,B23007_012,B23007_013,B23007_014,B23007_015,B23007_016,B23007_017,B23007_018,B23007_019,B23007_020,B23007_021,B23007_022,B23007_023,B23007_024,B23007_025,B23007_026,B23007_027,B23007_028,B23007_029,B23007_030,B23007_031,B23007_032,B23007_033,B23007_034,B23007_035,B23007_036,B23007_037,B23007_038,B23007_039,B23007_040,B23007_041,B23007_042,B23007_043,B23007_044,B23007_045,B23007_046,B23007_047,B23007_048,B23007_049,B23007_050,B23007_051,B23007_052,B23007_053,B23007_054,B23007_055,B23007_056,B23007_057,B23007_058,B23007_059,B23008_001,B23008_002,B23008_003,B23008_004,B23008_005,B23008_006,B23008_007,B23008_008,B23008_009,B23008_010,B23008_011,B23008_012,B23008_013,B23008_014,B23008_015,B23008_016,B23008_017,B23008_018,B23008_019,B23008_020,B23008_021,B23008_022,B23008_023,B23008_024,B23008_025,B23008_026,B23008_027,B23009_001,B23009_002,B23009_003,B23009_004,B23009_005,B23009_006,B23009_007,B23009_008,B23009_009,B23009_010,B23009_011,B23009_012,B23009_013,B23009_014,B23009_015,B23009_016,B23009_017,B23009_018,B23009_019,B23009_020,B23009_021,B23009_022,B23009_023,B23009_024,B23009_025,B23009_026,B23009_027,B23009_028,B23009_029,B23009_030,B23009_031,B23009_032,B23009_033,B23009_034,B23009_035,B23009_036,B23009_037,B23009_038,B23009_039,B23009_040,B23009_041,B23009_042,B23009_043,B23010_001,B23010_002,B23010_003,B23010_004,B23010_005,B23010_006,B23010_007,B23010_008,B23010_009,B23010_010,B23010_011,B23010_012,B23010_013,B23010_014,B23010_015,B23010_016,B23010_017,B23010_018,B23010_019,B23010_020,B23010_021,B23010_022,B23010_023,B23010_024,B23010_025,B23010_026,B23010_027,B23013_001,B23013_002,B23013_003,B23018_001,B23018_002,B23018_003,B23020_001,B23020_002,B23020_003,B23022_001,B23022_002,B23022_003,B23022_004,B23022_005,B23022_006,B23022_007,B23022_008,B23022_009,B23022_010,B23022_011,B23022_012,B23022_013,B23022_014,B23022_015,B23022_016,B23022_017,B23022_018,B23022_019,B23022_020,B23022_021,B23022_022,B23022_023,B23022_024,B23022_025,B23022_026,B23022_027,B23022_028,B23022_029,B23022_030,B23022_031,B23022_032,B23022_033,B23022_034,B23022_035,B23022_036,B23022_037,B23022_038,B23022_039,B23022_040,B23022_041,B23022_042,B23022_043,B23022_044,B23022_045,B23022_046,B23022_047,B23022_048,B23022_049,B23024_001,B23024_002,B23024_003,B23024_004,B23024_005,B23024_006,B23024_007,B23024_008,B23024_009,B23024_010,B23024_011,B23024_012,B23024_013,B23024_014,B23024_015,B23024_016,B23024_017,B23024_018,B23024_019,B23024_020,B23024_021,B23024_022,B23024_023,B23024_024,B23024_025,B23024_026,B23024_027,B23024_028,B23024_029,B23024_030,B23024_031,B23025_001,B23025_002,B23025_003,B23025_004,B23025_005,B23025_006,B23025_007,B23026_001,B23026_002,B23026_003,B23026_004,B23026_005,B23026_006,B23026_007,B23026_008,B23026_009,B23026_010,B23026_011,B23026_012,B23026_013,B23026_014,B23026_015,B23026_016,B23026_017,B23026_018,B23026_019,B23026_020,B23026_021,B23026_022,B23026_023,B23026_024,B23026_025,B23026_026,B23026_027,B23026_028,B23026_029,B23026_030,B23026_031,B23026_032,B23026_033,B23026_034,B23026_035,B23026_036,B23026_037,B23026_038,B23026_039,B23026_040,B23026_041,B23026_042,B23026_043,B23026_044,B23026_045,B23026_046,B23026_047,B23026_048,B23026_049,B23027_001,B23027_002,B23027_003,B23027_004,B23027_005,B23027_006,B23027_007,B23027_008,B23027_009,B23027_010,B23027_011,B23027_012,B23027_013,B23027_014,B23027_015,B23027_016,B23027_017,B23027_018,B23027_019,B23027_020,B23027_021,B23027_022,B23027_023,B23027_024,B23027_025,B23027_026,B23027_027,B23027_028,B23027_029,B23027_030,B23027_031,B23027_032,B23027_033,B23027_034,B23027_035,B23027_036
40,AL,01,04000US01,Alabama,3846845,1838457,131460,42208,350,41858,29412,12446,89252,75220,51187,742,50445,39355,11090,24033,99164,76608,1360,75248,62663,12585,22556,154977,129877,2363,127514,113578,13936,25100,150036,126672,1853,124819,113936,10883,23364,297360,251382,3333,248049,231146,16903,45978,323276,256480,1016,255464,239769,15695,66796,156994,108603,166,108437,103147,5290,48391,58036,36136,10,36126,34138,1988,21900,82623,37866,0,37866,35894,1972,44757,112724,34207,32533,1674,78517,79258,14635,13911,724,64623,117329,10133,9752,381,107196,2008388,127990,42266,138,42128,30256,11872,85724,72216,46512,111,46401,38530,7871,25704,101444,75514,212,75302,64037,11265,25930,159815,119623,314,119309,104378,14931,40192,156764,113043,207,112836,100540,12296,43721,312055,226887,674,226213,208704,17509,85168,342096,233509,119,233390,218099,15291,108587,169355,98696,11,98685,93328,5357,70659,65766,30925,0,30925,29435,1490,34841,90872,32721,0,32721,31234,1487,58151,128494,28535,27137,1398,99959,96507,11345,10897,448,85162,185014,6831,6516,315,178183,2708018,1314852,1062474,815425,9245,806180,746461,59719,247049,252378,49777,47513,2264,202601,1393166,1069501,673527,853,672674,620535,52139,395974,323665,36929,35448,1481,286736,984186,446411,395131,247226,1499,245727,207309,38418,147905,51280,7717,7244,473,43563,537775,458981,305167,765,304402,261792,42610,153814,78794,8902,8253,649,69892,1453823,526629,128239,90628,102,90526,78946,11580,37611,97119,63144,299,62845,54895,7950,33975,301271,223850,238,223612,206009,17603,77421,927194,595110,791,594319,544729,49590,332084,19547,9379,8221,5450,23,5427,4624,803,2771,1158,220,197,23,938,10168,8818,5236,8,5228,4469,759,3582,1350,126,126,0,1224,47486,21748,19984,16126,63,16063,15615,448,3858,1764,570,567,3,1194,25738,22982,13849,53,13796,12845,951,9133,2756,438,438,0,2318,1730,759,687,530,30,500,500,0,157,72,38,38,0,34,971,940,587,0,587,415,172,353,31,0,0,0,31,39412,22672,22219,18972,124,18848,17415,1433,3247,453,187,171,16,266,16740,16206,8959,53,8906,8163,743,7247,534,61,61,0,473,46466,22636,20430,13290,209,13081,11114,1967,7140,2206,466,466,0,1740,23830,20945,12371,54,12317,10322,1995,8574,2885,255,224,31,2630,2629117,1271134,1020829,780082,8448,771634,713953,57681,240747,250305,49310,47046,2264,200995,1357983,1037014,656313,750,655563,604941,50622,380701,320969,36579,35118,1461,284390,125899,70436,67545,57056,1015,56041,52280,3761,10489,2891,745,729,16,2146,55463,51818,28247,163,28084,25150,2934,23571,3645,456,436,20,3189,2520025,344267,172321,31,172290,144863,27427,171946,753711,508834,850,507984,460459,47525,244877,798637,597420,4834,592586,550428,42158,201217,623410,523845,4351,519494,501576,17918,99565,1236924,502958,320796,297886,287834,197500,188088,9412,90334,10052,7595,6377,1218,2457,22910,14900,13976,924,8010,182162,33238,28585,26692,1893,4653,148924,118410,102021,16389,30514,733966,558103,323837,311746,201257,192364,8893,110489,12091,7507,6600,907,4584,234266,59849,57117,2732,174417,175863,44835,25932,23768,2164,18903,131028,60757,55960,4797,70271,1040961,337782,196146,112956,73638,6346,3206,141636,21995,18713,3282,119641,87144,32497,703179,432720,271233,128253,21740,11494,270459,44583,36971,7612,225876,173516,52360,1238967,503380,321218,6781,88083,193494,182176,11318,32860,30508,2352,182162,33238,4178,25147,3568,345,148924,30188,101917,14497,2322,735587,559724,148076,162612,202834,178976,23858,46202,41480,4722,175863,44835,9922,16670,15264,2979,131028,35141,49624,38392,7871,880942,321218,221135,115781,49994,55360,56271,33583,13326,9362,43812,29607,6456,7749,559724,239082,124954,44121,70007,84055,32239,19142,32674,236587,49086,25402,162099,40.2,40.4,40.0,84281519,46828143,37453376,38.8,41.4,36.0,3127519,1529146,1131614,956082,802110,14851,35100,38102,32050,33869,143191,59985,3541,12931,19821,18694,28219,32341,8149,793,1901,2895,5159,13444,397532,1598373,1039455,740765,614155,11110,32589,32641,23139,27131,244647,119320,6144,21284,32134,27839,37926,54043,13938,1234,4359,6921,8015,19576,558918,2807970,484630,122956,23958,0,23958,13353,10605,98998,361674,210586,394,210192,148585,61607,151088,2323340,295443,115580,577,115003,101411,13592,179863,2027897,1694689,9920,1684769,1593708,91061,333208,3846845,2242401,2229422,2022325,207097,12979,1604444,719326,309311,68426,41481,32770,642,1723,1922,1905,2519,19716,10105,914,2125,2380,1757,2435,7229,2325,194,515,676,795,2724,240885,410015,54259,26361,20467,566,1241,1520,1142,1425,18574,10849,603,1426,1906,1626,2164,9324,3199,450,860,1033,757,3025,355756,3846845,259450,94871,7798,87073,164579,348044,257613,94811,162802,90431,1231007,968734,681105,287629,262273,665372,490808,374935,115873,174564,623646,359043,257616,101427,264603,241218,71758,35350,36408,169460,478108,50927,17887,33040,427181
40,AK,02,04000US02,Alaska,565212,297523,21389,9328,659,8669,6522,2147,12061,14235,11468,1992,9476,7964,1512,2767,20755,17977,3313,14664,12488,2176,2778,32415,28371,3639,24732,22306,2426,4044,28232,25302,2367,22935,21369,1566,2930,47646,42422,2296,40126,36874,3252,5224,52387,45148,465,44683,41513,3170,7239,26300,20305,21,20284,18907,1377,5995,9823,6951,8,6943,6590,353,2872,11975,7127,0,7127,6697,430,4848,13758,5558,5141,417,8200,8877,2371,2176,195,6506,9731,938,926,12,8793,267689,18217,7590,140,7450,6160,1290,10627,10513,8042,252,7790,6743,1047,2471,15663,12702,367,12335,11207,1128,2961,28259,21751,504,21247,19544,1703,6508,25272,19156,373,18783,17690,1093,6116,43970,34486,216,34270,32423,1847,9484,48287,37045,64,36981,34425,2556,11242,25198,18167,0,18167,17206,961,7031,8714,4873,8,4865,4660,205,3841,10256,5310,0,5310,5144,166,4946,12899,4437,4296,141,8462,8269,1583,1491,92,6686,12172,669,646,23,11503,391691,209507,183748,154517,11700,142817,133684,9133,29231,25759,7269,6764,505,18490,182184,157519,115415,1242,114173,107745,6428,42104,24665,5260,5023,237,19405,19527,11959,11395,9025,1329,7696,6623,1073,2370,564,68,47,21,496,7568,6833,5405,343,5062,4699,363,1428,735,82,82,0,653,212049,79560,20497,14074,287,13787,12633,1154,6423,17995,11126,89,11037,10031,1006,6869,41068,32091,311,31780,29964,1816,8977,132489,101414,698,100716,94135,6581,31075,72747,36511,32875,20818,117,20701,15451,5250,12057,3636,653,568,85,2983,36236,31758,20194,3,20191,16943,3248,11564,4478,730,715,15,3748,33801,15713,14328,12401,436,11965,11217,748,1927,1385,545,532,13,840,18088,15840,11899,77,11822,11314,508,3941,2248,465,465,0,1783,5927,2815,2644,2101,101,2000,1787,213,543,171,4,4,0,167,3112,2905,2124,12,2112,1802,310,781,207,23,23,0,184,6920,3792,3668,3166,563,2603,2441,162,502,124,49,49,0,75,3128,2914,2240,86,2154,2050,104,674,214,37,37,0,177,34599,17226,16499,12371,514,11857,10027,1830,4128,727,279,279,0,448,17373,16580,11845,161,11684,10649,1035,4735,793,92,88,4,701,372383,199531,174397,146386,10319,136067,127378,8689,28011,25134,7135,6630,505,17999,172852,148930,109549,1131,108418,102257,6161,39381,23922,5047,4810,237,18875,32651,17304,16507,13948,2391,11557,10486,1071,2559,797,192,192,0,605,15347,14338,10013,220,9793,9298,495,4325,1009,269,269,0,740,398734,26191,15675,33,15642,13355,2287,10516,112476,83940,1401,82539,72886,9653,28536,148816,119551,5535,114016,107191,6825,29265,111251,97248,2992,94256,91916,2340,14003,167292,81482,54960,50825,48672,32778,31327,1451,15894,2153,1728,1473,255,425,4135,2832,2679,153,1303,26522,8720,7636,6757,879,1084,17802,14935,13685,1250,2867,85810,69419,48524,46618,35295,33994,1301,11323,1906,1404,1185,219,502,20895,7535,7353,182,13360,16391,6013,4390,3945,445,1623,10378,6364,5972,392,4014,178938,63679,42138,22395,17216,1735,792,21541,6683,5932,751,14858,11021,3837,115259,78423,48630,22949,4529,2315,36836,11052,9121,1931,25784,21390,4394,167562,81544,55022,458,13729,31753,29887,1866,9082,8259,823,26522,8720,786,6456,1121,357,17802,1951,13009,2150,692,86018,69627,9603,15354,36050,33382,2668,8620,7906,714,16391,6013,510,1715,3188,600,10378,1146,3359,4664,1209,124649,55022,32884,15385,10037,7462,14933,7626,5098,2209,7205,4672,1771,762,69627,34431,19718,8548,6165,16442,6568,6454,3420,18754,4148,3435,11171,38.5,38.0,39.1,17105559,10354527,6751032,42.0,45.6,37.5,499506,265157,226850,193380,140353,3681,10157,15222,13558,10409,26888,10079,702,2697,3672,3918,5820,6582,1697,157,323,750,802,2853,38307,234349,180047,129315,97622,2647,8168,8506,6465,5907,40844,18055,1072,4529,5671,5212,6305,9888,2491,147,659,1564,1556,3471,54302,448968,40894,8156,2497,16,2481,1270,1211,5659,32738,19578,117,19461,13508,5953,13160,408074,37294,20836,542,20294,17827,2467,16458,370780,318631,10842,307789,290610,17179,52149,565212,399077,382393,351108,31285,16684,166135,65706,32366,10752,7364,4613,134,477,569,865,706,2361,1033,61,249,213,298,507,1027,258,28,107,108,78,448,21614,33340,8003,4431,3167,111,209,314,204,426,2528,1166,87,211,277,383,404,1044,315,15,102,120,166,326,25337,565212,39606,22515,2721,19794,17091,61166,53555,24675,28880,7611,205794,178500,112508,65992,27294,100674,85101,56296,28805,15573,92266,67226,41775,25451,25040,26657,11885,5099,6786,14772,39049,6870,2681,4189,32179
40,AZ,04,04000US04,Arizona,5207123,2567381,188876,69130,1139,67991,48503,19488,119746,104873,74617,2053,72564,60441,12123,30256,142852,111598,2912,108686,93452,15234,31254,231488,191538,3101,188437,167966,20471,39950,223754,189949,2131,187818,173070,14748,33805,420309,363002,2656,360346,337658,22688,57307,416216,346048,835,345213,322285,22928,70168,192614,141951,50,141901,131442,10459,50663,71750,47220,0,47220,43383,3837,24530,106575,51804,0,51804,48266,3538,54771,155852,46053,42450,3603,109799,121878,20360,18952,1408,101518,190344,12628,11876,752,177716,2639742,178626,67016,231,66785,50427,16358,111610,98135,65811,299,65512,55713,9799,32324,132457,97884,420,97464,85526,11938,34573,215985,160748,636,160112,147049,13063,55237,214946,153537,298,153239,141129,12110,61409,413103,298003,316,297687,275795,21892,115100,424409,307485,129,307356,285906,21450,116924,209767,133851,0,133851,124948,8903,75916,82243,43845,0,43845,40898,2947,38398,118070,48220,0,48220,45656,2564,69850,174407,40198,37957,2241,134209,136840,14679,13878,801,122161,240754,9149,8780,369,231605,4181208,2056628,1630217,1251344,11398,1239946,1137918,102028,378873,426411,71637,66786,4851,354774,2124580,1626847,1081257,1673,1079584,995706,83878,545590,497733,56803,53755,3048,440930,213083,112496,102890,71169,1392,69777,60469,9308,31721,9606,1940,1524,416,7666,100587,88867,60930,299,60631,52740,7891,27937,11720,1750,1634,116,9970,1892435,685458,151073,100170,283,99887,90162,9725,50903,155794,92987,169,92818,83146,9672,62807,378591,276666,282,276384,255831,20553,101925,1206977,834817,786,834031,769830,64201,372160,212805,101903,92347,55047,103,54944,42130,12814,37300,9556,1191,1107,84,8365,110902,97813,58206,25,58181,47611,10570,39607,13089,1634,1573,61,11455,162262,74455,66994,52118,694,51424,48456,2968,14876,7461,1288,1193,95,6173,87807,76258,49371,77,49294,46369,2925,26887,11549,1694,1646,48,9855,9045,4947,4653,2911,58,2853,2517,336,1742,294,71,71,0,223,4098,3729,2475,23,2452,2117,335,1254,369,16,16,0,353,310656,158786,148661,116885,630,116255,103569,12686,31776,10125,1894,1664,230,8231,151870,139270,88382,68,88314,76972,11342,50888,12600,1617,1504,113,10983,118064,58166,53545,37383,602,36781,31407,5374,16162,4621,1020,933,87,3601,59898,54957,35779,164,35615,31532,4083,19178,4941,512,487,25,4429,3172646,1557050,1170605,905648,9932,895716,825471,70245,264957,386445,64209,59969,4240,322236,1615596,1169294,803268,1394,801874,746989,54885,366026,446302,51520,48758,2762,394782,1389839,693998,641608,486079,2345,483734,435705,48029,155529,52390,9741,8781,960,42649,695841,629535,387901,468,387433,343882,43551,241634,66306,7022,6619,403,59284,3341229,460763,276410,17,276393,240517,35876,184353,784817,543323,904,542419,489799,52620,241494,1172235,891334,5711,885623,821653,63970,280901,923414,766134,3520,762614,733482,29132,157280,1577801,676386,436265,408478,392526,248391,234612,13779,144135,15952,11693,9748,1945,4259,27787,17875,17128,747,9912,240121,67558,60411,56708,3703,7147,172563,141303,128321,12982,31260,901415,702984,370210,351780,237125,226737,10388,114655,18430,13188,11049,2139,5242,332774,69679,66169,3510,263095,198431,64245,43336,39714,3622,20909,134186,77094,71961,5133,57092,1529332,502325,305293,155639,132223,10847,6584,197032,49826,43310,6516,147206,103642,43564,1027007,646190,376706,226458,27076,15950,380817,91110,79488,11622,289707,226749,62958,1581380,677012,436891,7638,135932,239060,220515,18545,54261,49267,4994,240121,67558,6537,51863,7301,1857,172563,27683,117674,22093,5113,904368,705937,226020,180170,240144,214807,25337,59603,51617,7986,198431,64245,10214,22205,25774,6052,134186,25529,51021,45314,12322,1142828,436891,280562,131118,65748,83696,90126,49805,23111,17210,66203,46526,10435,9242,705937,260629,135517,53511,71601,122574,42951,34445,45178,322734,45954,34981,241799,39.6,39.3,40.0,115115656,64585477,50530179,38.4,40.3,36.2,4187048,2099307,1601130,1309446,1097862,21788,53416,51918,38842,45620,241734,110362,6378,22765,34866,30339,37024,49950,12409,891,3474,5218,7206,20752,498177,2087741,1397606,982750,808084,17022,47842,42506,32945,34351,336901,172338,9164,33264,44353,35357,42425,77955,20389,1760,6534,9336,12472,27464,690135,3729091,632865,108663,27479,6,27473,15260,12213,81184,524202,293003,250,292753,215773,76980,231199,3096226,276119,130024,575,129449,114396,15053,146095,2820107,2366823,10621,2356202,2230295,125907,453284,5207123,3106324,3089118,2813406,275712,17206,2100799,1020075,468074,95698,52239,37962,861,2726,3488,3074,4128,30617,14147,1150,3440,3530,3591,4759,12842,2631,359,1302,1336,1875,5339,372376,552001,78694,35027,25659,657,1835,2341,2052,2483,29246,14676,841,2952,3547,3207,4023,14421,4127,432,1612,1653,2020,4577,473307,5207123,367502,142604,15927,126677,224898,478317,356809,143120,213689,121508,1719585,1361533,951047,410486,358052,840625,653744,477104,176640,186881,781019,484046,318748,165298,296973,330259,102820,42858,59962,227439,689816,71572,20763,50809,618244
